"SNF VBP Program Ranking","Footnote -- SNF VBP Program Ranking","CMS Certification Number (CCN)","Provider Name","Provider Address","City/Town","State","ZIP Code","Baseline Period: FY 2019 Risk-Standardized Readmission Rate","Footnote -- Baseline Period: FY 2019 Risk-Standardized Readmission Rate","Performance Period: FY 2022 Risk-Standardized Readmission Rate","Footnote -- Performance Period: FY 2022 Risk-Standardized Readmission Rate","Achievement Score","Footnote -- Achievement Score","Improvement Score","Footnote -- Improvement Score","Performance Score","Footnote -- Performance Score","Incentive Payment Multiplier","Footnote -- Incentive Payment Multiplier"
2259,,215147,FUTURE CARE NORTHPOINT,1046 OLD NORTH POINT ROAD,BALTIMORE,MD,21224,0.23622,,0.19224,,41.00478,,61.08565,,61.08565,,1.0085199040,
712,,215148,AUTUMN LAKE HEALTHCARE AT WAUGH CHAPEL,1221 WAUGH CHAPEL ROAD,GAMBRILLS,MD,21054,0.18545,,0.17240,,88.46890,,77.69962,,88.46890,,1.0171396083,
3172,,215149,DENTON NURSING AND REHAB,420 COLONIAL DR,DENTON,MD,21629,0.16710,,0.18843,,50.11962,,0.00000,,50.11962,,0.9990796310,
6692,,215151,COMPLETE CARE AT LAPLATA LLC,1 MAGNOLIA DRIVE,LAPLATA,MD,20646,0.17331,,0.20455,,11.55502,,0.00000,,11.55502,,0.9807946416,
987,,215154,ROLAND PARK PLACE,830 W 40 STREET,BALTIMORE,MD,21211,0.18889,,0.17520,,81.77033,,66.22789,,81.77033,,1.0164136079,
7275,,215160,ELLICOTT CITY HEALTHCARE CENTER,3000 NORTH RIDGE RD.,ELLICOTT CITY,MD,21043,0.17246,,0.21543,,0.00000,,0.00000,,0.00000,,0.9802538758,
7275,,215161,CHARLOTTE HALL VETERANS HOME,29449 CHARLOTTE HALL ROAD,CHARLOTTE HALL,MD,20622,0.19096,,0.21000,,0.00000,,0.00000,,0.00000,,0.9802538758,
7275,,215164,SHADY GROVE NURSING AND REHABILITATION CENTER,9701 MEDICAL CENTER DRIVE,ROCKVILLE,MD,20850,0.17226,,0.23721,,0.00000,,0.00000,,0.00000,,0.9802538758,
5611,,215165,AUTUMN LAKE HEALTHCARE AT BRADFORD OAKS,7520 SURRATTS ROAD,CLINTON,MD,20735,0.17040,,0.19950,,23.63636,,0.00000,,23.63636,,0.9825351904,
7275,,215168,LAYHILL NURSING AND REHABILITATION CENTER,3227 BEL PRE ROAD,SILVER SPRING,MD,20906,0.19385,,0.22425,,0.00000,,0.00000,,0.00000,,0.9802538758,
1250,,215171,PROMEDICA SKILLED NURSING & REHAB ( POTOMAC),10714 POTOMAC TENNIS LANE,POTOMAC,MD,20854,0.17467,,0.17742,,76.45933,,0.00000,,76.45933,,1.0154197450,
1036,,215176,FUTURE CARE CANTON HARBOR,1300 S. ELLWOOD AVENUE,BALTIMORE,MD,21224,0.19487,,0.17556,,80.90909,,71.62698,,80.90909,,1.0162829462,
7275,,215177,AUTUMN LAKE HEALTHCARE AT CHERRY LANE,9001 CHERRY LANE,LAUREL,MD,20708,0.19927,,0.22860,,0.00000,,0.00000,,0.00000,,0.9802538758,
4153,,215178,PEAK HEALTHCARE AT FREDERICK VILLA,711 ACADEMY ROAD,CATONSVILLE,MD,21228,0.17665,,0.19303,,39.11483,,0.00000,,39.11483,,0.9895550798,
4406,,215179,MANOKIN NURSING AND REHAB,11974 EDGEHILL TERRACE,PRINCESS ANNE,MD,21853,0.18042,,0.19411,,36.53110,,0.00000,,36.53110,,0.9878284597,
5713,,215180,COLLINGTON EPISCOPAL LIFE CARE,10450 LOTTSFORD ROAD,MITCHELLVILLE,MD,20721,0.17057,,0.19999,,22.46411,,0.00000,,22.46411,,0.9822715538,
1,,215181,OAKWOOD SNF LLC,1300 WINDLASS DRIVE,MIDDLE RIVER,MD,21220,0.19665,,0.16828,,100.00000,,90.00000,,100.00000,,1.0176785153,
1111,,215183,FAYETTE HEALTH AND REHABILITATION CENTER,1217 WEST FAYETTE STREET,BALTIMORE,MD,21223,0.18062,,0.17620,,79.37799,,35.36530,,79.37799,,1.0160237719,
7275,,215184,FREDERICK HEALTH & REHABILITATION CENTER,30 NORTH PLACE,FREDERICK,MD,21701,0.17881,,0.21253,,0.00000,,0.00000,,0.00000,,0.9802538758,
7121,,215186,FUTURE CARE CHESAPEAKE,305 COLLEGE PARKWAY,ARNOLD,MD,21012,0.21859,,0.21340,,0.00000,,5.60916,,5.60916,,0.9804426322,
1527,,215187,STERLING CARE BETHESDA,5721 GROSVENOR LANE,BETHESDA,MD,20814,0.19656,,0.17942,,71.67464,,58.74117,,71.67464,,1.0140363356,
5717,,215188,CALVERT COUNTY NURSING CTR.,85 HOSPITAL ROAD,PRINCE FREDERICK,MD,20678,0.21715,,0.20412,,12.58373,,22.44313,,22.44313,,0.9822670776,
6855,,215189,AUTUMN LAKE HEALTHCARE AT CALVERT MANOR,1881 TELEGRAPH ROAD,RISING SUN,MD,21911,0.20113,,0.20550,,9.28230,,0.00000,,9.28230,,0.9806358020,
1,,215191,MALLARD BAY NURSING AND REHAB,520 GLENBURN AVENUE,CAMBRIDGE,MD,21613,0.16753,,0.15289,,100.00000,,90.00000,,100.00000,,1.0176785153,
7275,,215192,FUTURE CARE CHERRYWOOD,12020 REISTERSTOWN ROAD,REISTERSTOWN,MD,21136,0.18204,,0.21975,,0.00000,,0.00000,,0.00000,,0.9802538758,
4187,,215193,AUGSBURG VILLAGE,6811 CAMPFIELD ROAD,BALTIMORE,MD,21207,0.18217,,0.19317,,38.77990,,0.00000,,38.77990,,0.9893176610,
3529,,215194,STERLING CARE FOREST HILL,109 FOREST VALLEY DRIVE,FOREST HILL,MD,21050,0.17650,,0.19001,,46.33971,,0.00000,,46.33971,,0.9955333484,
7043,,215195,AUTUMN LAKE HEALTHCARE AT BRIDGEPARK,4017 LIBERTY HEIGHTS AVE.,BALTIMORE,MD,21207,0.18742,,0.20652,,6.84211,,0.00000,,6.84211,,0.9804999480,
3100,,215197,FOX CHASE REHABILITATION AND NURSING CENTER,2015 EAST-WEST HIGHWAY,SILVER SPRING,MD,20910,0.20388,,0.18812,,50.86124,,41.06840,,50.86124,,0.9997824134,
4935,,215198,WILLIAMSPORT NURSING HOME,154 N. ARTIZAN STREET,WILLIAMSPORT,MD,21795,0.17538,,0.19662,,30.52632,,0.00000,,30.52632,,0.9847355038,
6027,,215199,AUTUMN LAKE HEALTHCARE AT BRADDOCK HEIGHTS,6012 JEFFERSON BLVD,FREDERICK,MD,21703,0.18609,,0.20137,,19.16268,,0.00000,,19.16268,,0.9816608054,
1494,,215200,BROOKE GROVE REHAB. & NSG CTR,18131 SLADE SCHOOL ROAD,SANDY SPRING,MD,20860,0.16994,,0.17917,,72.27273,,0.00000,,72.27273,,1.0142405089,
1737,,215203,AUTUMN LAKE HEALTHCARE AT RIVERVIEW,1 EASTERN BOULEVARD,ESSEX,MD,21221,0.20708,,0.18094,,68.03828,,64.87437,,68.03828,,1.0125692926,
7275,,215204,HOLLY HILL HEALTHCARE CENTER,531 STEVENSON LANE,TOWSON,MD,21286,0.19122,,0.22098,,0.00000,,0.00000,,0.00000,,0.9802538758,
1,,215207,"LOCHEARN NURSING HOME, LLC",4800 SETON DRIVE,BALTIMORE,MD,21215,0.18368,,0.16621,,100.00000,,90.00000,,100.00000,,1.0176785153,
5478,,215209,AUTUMN LAKE HEALTHCARE AT OVERLEA,6116 BELAIR ROAD,BALTIMORE,MD,21206,0.17106,,0.19893,,25.00000,,0.00000,,25.00000,,0.9828774822,
7275,,215211,FRIENDS NURSING HOME,17340 QUAKER LANE,SANDY SPRING,MD,20860,0.19868,,0.21883,,0.00000,,0.00000,,0.00000,,0.9802538758,
7275,,215212,HILLHAVEN NURSING AND REHABILITATION CENTER,3210 POWDER MILL ROAD,ADELPHI,MD,20783,0.17047,,0.24565,,0.00000,,0.00000,,0.00000,,0.9802538758,
5655,,215215,AUTUMN LAKE HEALTHCARE AT ALICE MANOR,2095 ROCKROSE AVENUE,BALTIMORE,MD,21211,0.19936,,0.19972,,23.11005,,0.00000,,23.11005,,0.9824134813,
7275,,215216,PEACE HEALTHCARE AT DENNETT ROAD,1113 MARY DRIVE,OAKLAND,MD,21550,0.18091,,0.21017,,0.00000,,0.00000,,0.00000,,0.9802538758,
1468,,215217,NORTHAMPTON MANOR NURSING AND REHABILITATION CENTE,200 EAST 16TH STREET,FREDERICK,MD,21701,0.15722,,0.17897,,72.75120,,0.00000,,72.75120,,1.0143969185,
6633,,215219,FUTURE CARE IRVINGTON,22 SOUTH ATHOL AVENUE,BALTIMORE,MD,21229,0.19004,,0.20422,,12.34450,,0.00000,,12.34450,,0.9808584426,
3473,,215220,CHAPEL HILL NURSING CENTER,4511 ROBOSSON ROAD,RANDALLSTOWN,MD,21133,---,"This facility had fewer than 25 eligible stays during the baseline period. Therefore, this facility did not have sufficient data to calculate a baseline period risk-standardized readmission rate or improvement score.",0.18976,,46.93780,,---,"This facility had fewer than 25 eligible stays during the baseline period. Therefore, this facility did not have sufficient data to calculate a baseline period risk-standardized readmission rate or improvement score.",46.93780,,0.9960847624,
949,,215221,AUTUMN LAKE HEALTHCARE AT CHESAPEAKE WOODS,525 GLENBURN AVENUE,CAMBRIDGE,MD,21613,0.15779,,0.17482,,82.67943,,0.00000,,82.67943,,1.0165407482,
1,,215223,CHARLESTOWN COMMUNITY INC,709 MAIDEN CHOICE LANE,CATONSVILLE,MD,21228,0.18031,,0.16617,,100.00000,,90.00000,,100.00000,,1.0176785153,
3814,,215224,PROMEDICA SKILLED NURSING & REHAB (SILVER SPRING),2501 MUSGROVE ROAD,SILVER SPRING,MD,20904,0.18939,,0.19145,,42.89474,,0.00000,,42.89474,,0.9924980638,
1672,,215225,HOMEWOOD AT WILLIAMSPORT MD,16505 VIRGINIA AVENUE,WILLIAMSPORT,MD,21795,0.18672,,0.18046,,69.18660,,31.71554,,69.18660,,1.0130766252,
7275,,215226,PROMEDICA SKILLED NURSING & REHAB (BRIGHTWOOD),515 BRIGHTFIELD ROAD,LUTHERVILLE,MD,21093,0.20561,,0.21933,,0.00000,,0.00000,,0.00000,,0.9802538758,
2706,,215227,PEACE HEALTHCARE AT RIDGEWAY MANOR,5743 EDMONDSON AVENUE,CATONSVILLE,MD,21228,0.22793,,0.19279,,39.68900,,55.31583,,55.31583,,1.0038918018,
1,,215230,ALLEGANY HEALTH NURSING AND REHAB,730 FURNACE STREET,CUMBERLAND,MD,21502,0.16223,,0.15048,,100.00000,,90.00000,,100.00000,,1.0176785153,
3149,,215231,CLINTON HEALTHCARE CENTER,9211 STUART LANE,CLINTON,MD,20735,0.18315,,0.18833,,50.35885,,0.00000,,50.35885,,0.9993064600,
6075,,215233,STERLING CARE RIVERSIDE,1123 BELCAMP GARTH,BELCAMP,MD,21017,0.22345,,0.21075,,0.00000,,18.61473,,18.61473,,0.9815759290,
6804,,215234,CARRIAGE HILL BETHESDA,5215 CEDAR LANE,BETHESDA,MD,20814,0.16065,,0.20517,,10.07177,,0.00000,,10.07177,,0.9806870851,
6460,,215236,FAIRFIELD NURSING & REHABILITATION CENTER,1454 FAIRFIELD LOOP ROAD,CROWNSVILLE,MD,21032,0.22744,,0.21630,,0.00000,,14.28337,,14.28337,,0.9810370925,
7098,,215240,MORAN NURSING AND REHABILITATION CENTER,25701 SHADY LANE S. W.,WESTERNPORT,MD,21562,---,"This facility had fewer than 25 eligible stays during the baseline period. Therefore, this facility did not have sufficient data to calculate a baseline period risk-standardized readmission rate or improvement score.",0.20689,,5.95694,,---,"This facility had fewer than 25 eligible stays during the baseline period. Therefore, this facility did not have sufficient data to calculate a baseline period risk-standardized readmission rate or improvement score.",5.95694,,0.9804581077,
5261,,215241,"GOOD SAMARITAN NURSING HOME OPERATOR, LLC",1601 E. BELVEDERE AVENUE,BALTIMORE,MD,21239,0.21954,,0.20343,,14.23445,,27.30399,,27.30399,,0.9835532060,
1,,215244,DEVLIN MANOR NURSING AND REHABILITATION CENTER,10301 NORTH EAST CHRISTIE ROAD,CUMBERLAND,MD,21502,0.19102,,0.15702,,100.00000,,90.00000,,100.00000,,1.0176785153,
1175,,215245,HOMEWOOD AT CRUMLAND FARMS,7407 WILLOW ROAD,FREDERICK,MD,21702,0.17903,,0.17679,,77.96651,,18.93162,,77.96651,,1.0157510731,
3194,,215246,BEDFORD COURT HEALTHCARE CENT.,3701 INTERNATIONAL DRIVE,SILVER SPRING,MD,20906,0.21096,,0.18856,,49.80861,,49.25042,,49.80861,,0.9987847041,
2824,,215247,ATLEE HILL HEALTH AND REHAB CENTER,297 STONER AVE,WESTMINSTER,MD,21157,0.17419,,0.18684,,53.92344,,0.00000,,53.92344,,1.0026398279,
5814,,215249,FUTURE CARE HOMEWOOD,2700 N. CHARLES ST.,BALTIMORE,MD,21218,0.18844,,0.20041,,21.45933,,0.00000,,21.45933,,0.9820662331,
5689,,215250,"GOODWILL MENNONITE HOME, INC.",891 DORSEY HOTEL ROAD,GRANTSVILLE,MD,21536,0.18168,,0.19988,,22.72727,,0.00000,,22.72727,,0.9823284074,
1779,,215253,FUTURE CARE COLD SPRING,4700 HARFORD ROAD,BALTIMORE,MD,21214,0.17366,,0.18124,,67.32057,,0.00000,,67.32057,,1.0122302175,
5033,,215255,CHESTNUT GRN HLTH CTR BLAKEHUR,1055 WEST JOPPA ROAD,TOWSON,MD,21204,0.19165,,0.19702,,29.56938,,0.00000,,29.56938,,0.9843529432,
7092,,215258,AUTUMN LAKE HEALTHCARE AT SPA CREEK,35 MILKSHAKE LANE,ANNAPOLIS,MD,21403,0.19440,,0.20683,,6.10048,,0.00000,,6.10048,,0.9804646496,
833,,215260,CHESTERTOWN NURSING AND REHAB,415 MORGNEC ROAD,CHESTERTOWN,MD,21620,0.16230,,0.17359,,85.62201,,0.00000,,85.62201,,1.0168857112,
1052,,215261,FRANKLIN WOODS CENTER,9200 FRANKLIN SQUARE DRIVE,BALTIMORE,MD,21237,0.20216,,0.17573,,80.50239,,76.34811,,80.50239,,1.0162175756,
2073,,215262,RESORTS AT CHESTER RIVER MANOR CORP,200 MORGNEC ROAD,CHESTERTOWN,MD,21620,0.18945,,0.18291,,63.32536,,28.06370,,63.32536,,1.0100143766,
2806,,215264,LARKIN CHASE CENTER,15005 HEALTH CENTER DRIVE,BOWIE,MD,20716,0.19653,,0.18672,,54.21053,,31.52271,,54.21053,,1.0029011196,
6550,,215265,PEAK HEALTHCARE AT COPPER RIDGE,710 OBRECHT ROAD,SYKESVILLE,MD,21784,0.17198,,0.20389,,13.13397,,0.00000,,13.13397,,0.9809272373,
5734,,215266,AUTUMN LAKE HEALTHCARE AT GLEN BURNIE,7355 FURNACE BRANCH ROAD EAST,GLEN BURNIE,MD,21060,0.20135,,0.20008,,22.24880,,0.00000,,22.24880,,0.9822260072,
4647,,215268,PLEASANT VIEW HEALTHCARE CENTER,4101 OLD NATIONAL PIKE,MOUNT AIRY,MD,21771,0.20482,,0.19525,,33.80383,,22.22617,,33.80383,,0.9862686196,
1,,215269,ELKTON NURSING AND REHABILITATION CENTER,1 PRICE DRIVE,ELKTON,MD,21921,0.23127,,0.16871,,100.00000,,90.00000,,100.00000,,1.0176785153,
6583,,215270,SOLOMONS NURSING AND REHAB CENTER,13325 DOWELL RD,SOLOMONS,MD,20688,0.21904,,0.21023,,0.00000,,12.84485,,12.84485,,0.9809014408,
632,,215271,FUTURE CARE SANDTOWN - WINCHESTER,1000 N. GILMORE STREET,BALTIMORE,MD,21217,0.18925,,0.17113,,91.50718,,87.54341,,91.50718,,1.0173441057,
5635,,215272,MONTGOMERY VILLAGE CARE CENTER,19301 WATKINS MILL ROAD,GAITHERSBURG,MD,20879,0.17039,,0.19959,,23.42105,,0.00000,,23.42105,,0.9824847260,
1,,215273,WALDORF CENTER,4140 OLD WASHINGTON HIGHWAY,WALDORF,MD,20602,0.16939,,0.16020,,100.00000,,90.00000,,100.00000,,1.0176785153,
3850,,215277,PEACE HEALTHCARE AT MOUNTAIN CITY,48 TARN TERRACE,FROSTBURG,MD,21532,0.18102,,0.19165,,42.41627,,0.00000,,42.41627,,0.9921004180,
1,,215278,GLEN MEADOWS RETIREMENT COM.,11630 GLEN ARM ROAD,GLEN ARM,MD,21057,0.21592,,0.16565,,100.00000,,90.00000,,100.00000,,1.0176785153,
3365,,215283,TRANSITIONAL CARE SERVICES AT MERCY MEDICAL CENTER,301 ST. PAUL PLACE,BALTIMORE,MD,21202,0.18186,,0.18934,,47.94258,,0.00000,,47.94258,,0.9970219774,
1362,,215287,MAPLEWOOD PARK PLACE,9707 OLD GEORGETOWN ROAD,BETHESDA,MD,20814,0.20369,,0.17833,,74.28230,,69.54439,,74.28230,,1.0148581532,
1,,215291,NORTHWEST HOSP. CTR. SUB. UNIT,5401 OLD COURT ROAD,RANDALLSTOWN,MD,21133,0.16610,,0.16709,,100.00000,,0.00000,,100.00000,,1.0176785153,
3477,,215297,SOUTH RIVER HEALTHCARE CENTER,144 WASHINGTON ROAD,EDGEWATER,MD,21037,0.18082,,0.18978,,46.88995,,0.00000,,46.88995,,0.9960404493,
6618,,215299,WESTGATE HILLS REHAB & HEALTHCARE CTR,10 N. ROCK GLEN ROAD,BALTIMORE,MD,21229,0.16112,,0.20414,,12.53589,,0.00000,,12.53589,,0.9808746481,
855,,215301,PROMEDICA SKILLED NURSING & REHAB (ROLAND PARK),4669 FALLS ROAD,BALTIMORE,MD,21209,0.21828,,0.17454,,83.34928,,84.98149,,84.98149,,1.0168185086,
1399,,215304,ASBURY SOLOMONS,11750 ASBURY CIRCLE,SOLOMONS,MD,20688,0.18984,,0.17858,,73.68421,,50.82548,,73.68421,,1.0146848979,
2403,,215307,EGLE NURSING HOME,57 JACKSON STREET,LONACONING,MD,21539,0.19846,,0.18460,,59.28230,,43.14172,,59.28230,,1.0071867537,
6084,,215308,OAK CREST VILLAGE,8800 WALTHER BOULEVARD,PARKVILLE,MD,21234,0.21057,,0.20165,,18.49282,,16.80929,,18.49282,,0.9815576176,
1,,215310,GARRETT COUNTY SUBACUTE UNIT,251 NORTH FOURTH STREET,OAKLAND,MD,21550,0.15458,,0.14414,,100.00000,,90.00000,,100.00000,,1.0176785153,
7275,,215312,STERLING CARE BEL AIR,410 EAST MCPHAIL ROAD,BEL AIR,MD,21014,0.18850,,0.22785,,0.00000,,0.00000,,0.00000,,0.9802538758,
3194,,215313,AUTUMN LAKE HEALTHCARE AT GLADE VALLEY,56 WEST FREDERICK STREET,WALKERSVILLE,MD,21793,0.15727,,0.18856,,49.80861,,0.00000,,49.80861,,0.9987847041,
5166,,215314,GREATER BALTIMORE MEDICAL CENTER SUB ACUTE UNIT,6701 NORTH CHARLES STREET,BALTIMORE,MD,21204,0.18915,,0.19758,,28.22967,,0.00000,,28.22967,,0.9838627303,
7275,,215315,AUTUMN LAKE HEALTHCARE AT OAK MANOR,3415 GREENCASTLE ROAD,BURTONSVILLE,MD,20866,0.17644,,0.22259,,0.00000,,0.00000,,0.00000,,0.9802538758,
1,,215316,AUTUMN LAKE HEALTHCARE AT BALTIMORE WASHINGTON,313 HOSPITAL DRIVE,GLEN BURNIE,MD,21061,0.18720,,0.16349,,100.00000,,90.00000,,100.00000,,1.0176785153,
7275,,215320,TUCKERMAN REHABILITATION AND HEALTHCARE CENTER,5550 TUCKERMAN LANE,NORTH BETHESDA,MD,20852,0.20586,,0.21087,,0.00000,,0.00000,,0.00000,,0.9802538758,
3820,,215321,JULIA MANOR NURSING AND REHABILITATION CENTER,333 MILL STREET,HAGERSTOWN,MD,21740,0.15764,,0.19148,,42.82297,,0.00000,,42.82297,,0.9924379931,
2935,,215323,CRESCENT CITIES NURSING & REHABILITATION CENTER,4409 EAST WEST HIGHWAY,RIVERDALE,MD,20737,0.19960,,0.18739,,52.60766,,35.79519,,52.60766,,1.0014251470,
2722,,215324,FUTURE CARE CHARLES VILLAGE,2327 N. CHARLES ST,BALTIMORE,MD,21218,0.18478,,0.18637,,55.04785,,0.00000,,55.04785,,1.0036540005,
7275,,215325,AUTUMN LAKE HEALTHCARE AT SOUTH HAVEN,2700 SOUTH HAVEN ROAD,ANNAPOLIS,MD,21401,0.20036,,0.22315,,0.00000,,0.00000,,0.00000,,0.9802538758,
7275,,215326,AUTUMN LAKE HEALTHCARE AT SUMMIT PARK,1502 FREDERICK ROAD,CATONSVILLE,MD,21228,0.18495,,0.22663,,0.00000,,0.00000,,0.00000,,0.9802538758,
4037,,215327,PEAK HEALTHCARE AT SLIGO CREEK,7525 CARROLL AVENUE,TAKOMA PARK,MD,20912,0.17283,,0.19248,,40.43062,,0.00000,,40.43062,,0.9905259228,
4388,,215328,FUTURE CARE PINEVIEW,9106 PINEVIEW LANE,CLINTON,MD,20735,0.18468,,0.19405,,36.67464,,0.00000,,36.67464,,0.9879180146,
7275,,215329,BUCKINGHAM'S CHOICE,3200 BAKER CIRCLE,ADAMSTOWN,MD,21710,0.20347,,0.22547,,0.00000,,0.00000,,0.00000,,0.9802538758,
577,,215330,AUTUMN LAKE HEALTHCARE POST - ACUTE CARE CENTER,5009 FRANKFORD AVENUE,BALTIMORE,MD,21206,0.18422,,0.17039,,93.27751,,90.00000,,93.27751,,1.0174383105,
1,,215331,LARGO NURSING AND REHABILIATION CENTER,600 LARGO ROAD,GLENARDEN,MD,20774,0.19232,,0.16093,,100.00000,,90.00000,,100.00000,,1.0176785153,
2671,,215335,LORIEN HEALTH SYSTEMS MT AIRY,705 MIDWAY AVENUE,MOUNT AIRY,MD,21771,0.18201,,0.18608,,55.74163,,0.00000,,55.74163,,1.0042662310,
7275,,215336,HAGERSTOWN HEALTHCARE CENTER,750 DUAL HIGHWAY,HAGERSTOWN,MD,21740,0.18733,,0.21547,,0.00000,,0.00000,,0.00000,,0.9802538758,
6275,,215337,FAHRNEY - KEEDY MEMORIAL HOME,8507 MAPLEVILLE ROAD,BOONSBORO,MD,21713,0.16503,,0.20255,,16.33971,,0.00000,,16.33971,,0.9812659624,
3547,,215338,AUTUMN LAKE HEALTHCARE AT OAKVIEW,2700 BARKER STREET,SILVER SPRING,MD,20910,0.16949,,0.19008,,46.17225,,0.00000,,46.17225,,0.9953799829,
7275,,215339,ANCHORAGE HEALTHCARE CENTER,105 TIMES SQUARE,SALISBURY,MD,21801,0.20772,,0.21282,,0.00000,,0.00000,,0.00000,,0.9802538758,
963,,215340,BLUE POINT HEALTHCARE CENTER,2525 WEST BELVEDERE AVE,BALTIMORE,MD,21215,0.19513,,0.17493,,82.41627,,74.34014,,82.41627,,1.0165050359,
3655,,215341,LORIEN NSG & REHAB CTR BELAIR,1909 EMORTON ROAD,BEL AIR,MD,21015,0.20177,,0.19067,,44.76077,,29.57944,,44.76077,,0.9941083977,
6915,,215343,RIDERWOOD VILLAGE,3160 GRACEFIELD ROAD,SILVER SPRING,MD,20904,0.16226,,0.20587,,8.39713,,0.00000,,8.39713,,0.9805827691,
6496,,215345,BAYWOODS OF ANNAPOLIS,7101 BAY FRONT DRIVE,ANNAPOLIS,MD,21403,0.18835,,0.20361,,13.80383,,0.00000,,13.80383,,0.9809898005,
7275,,215347,MEADOW PARK REHABILITATION AND HEALTHCARE CENTER,1525 NORTH ROLLING ROAD,CATONSVILLE,MD,21228,0.18283,,0.21835,,0.00000,,0.00000,,0.00000,,0.9802538758,
1,,215348,"LORIEN TANEYTOWN, INC",100 ANTRIM BLVD,TANEYTOWN,MD,21787,0.25096,,0.16925,,100.00000,,90.00000,,100.00000,,1.0176785153,
7275,,215349,AUTUMN LAKE HEALTHCARE AT ARLINGTON WEST,3939 PENHURST AVENUE,BALTIMORE,MD,21215,0.18281,,0.21634,,0.00000,,0.00000,,0.00000,,0.9802538758,
4542,,215350,"VILLA ROSA NURSING AND REHABILITATION, LLC",3800 LOTTSFORD VISTA ROAD,MITCHELLVILLE,MD,20721,0.19564,,0.19474,,35.02392,,0.00000,,35.02392,,0.9869333793,
6295,,215351,LORIEN MAYS CHAPEL,12230 ROUND WOOD ROAD,TIMONIUM,MD,21093,0.20540,,0.20262,,16.17225,,2.78058,,16.17225,,0.9812456294,
7275,,215352,COFFMAN NURSING HOME,1304 PENNSYLVANIA AVE,HAGERSTOWN,MD,21742,0.20845,,0.21455,,0.00000,,0.00000,,0.00000,,0.9802538758,
2113,,215353,INGLESIDE AT KING FARM,701 KING FARM BOULEVARD,ROCKVILLE,MD,20850,0.18999,,0.18310,,62.87081,,28.90748,,62.87081,,1.0097258211,
7275,,215355,ENCORE AT TURF VALLEY,11150 RESORT ROAD,ELLICOTT CITY,MD,21042,0.22157,,0.28453,,0.00000,,0.00000,,0.00000,,0.9802538758,
1,,215356,THE NURSING AND REHAB CENTER AT STADIUM PLACE,1010 EAST 33RD STREET,BALTIMORE,MD,21218,0.21488,,0.16550,,100.00000,,90.00000,,100.00000,,1.0176785153,
7275,,215357,LORIEN NURSING & REHAB CTR - ELKRIDGE,7615 WASHINGTON BOULEVARD,ELKRIDGE,MD,21075,0.19252,,0.22048,,0.00000,,0.00000,,0.00000,,0.9802538758,
1,,215359,LORIEN BULLE ROCK,1501 BLENHEIM FARM LANE,HAVRE DE GRACE,MD,21078,0.17322,,0.16259,,100.00000,,90.00000,,100.00000,,1.0176785153,
868,,215361,MARYLAND MASONIC HOMES LTD,300 INTERNATIONAL CIRCLE,COCKEYSVILLE,MD,21030,0.21399,,0.17420,,84.16268,,84.77888,,84.77888,,1.0167963929,
7236,,215362,RESTORE HEALTH REHABILITATION CENTER,4615 EINSTEIN PLACE,WHITE PLAINS,MD,20695,0.21127,,0.20830,,0.00000,,2.13942,,2.13942,,0.9803139369,
2855,,215364,FUTURE CARE CAPITAL REGION,1051 BRIGHTSEAT ROAD,LANDOVER,MD,20785,0.18354,,0.18701,,53.51675,,0.00000,,53.51675,,1.0022672127,
7275,,215365,COMPLETE CARE AT HAGERSTOWN,14014 MARSH PIKE,HAGERSTOWN,MD,21742,0.15823,,0.20893,,0.00000,,0.00000,,0.00000,,0.9802538758,
3547,,225002,HOLDEN REHABILITATION & NURSING CENTER,32 MAYO ROAD,HOLDEN,MA,01520,0.19353,,0.19008,,46.17225,,9.45935,,46.17225,,0.9953799829,
7275,,225009,HERMITAGE HEALTHCARE (THE),383 MILL STREET,WORCESTER,MA,01602,0.18817,,0.21825,,0.00000,,0.00000,,0.00000,,0.9802538758,
1,,225014,SPAULDING NURSING AND THERAPY CENTER - BRIGHTON,100 N BEACON STREET,BOSTON,MA,02134,0.20310,,0.16554,,100.00000,,90.00000,,100.00000,,1.0176785153,
7275,,225016,KNOLLWOOD NURSING CENTER,87 BRIARWOOD CIRCLE,WORCESTER,MA,01606,0.19619,,0.22278,,0.00000,,0.00000,,0.00000,,0.9802538758,
3214,,225038,LIFE CARE CENTER OF LEOMINSTER,370 WEST STREET,LEOMINSTER,MA,01453,0.15878,,0.18868,,49.52153,,0.00000,,49.52153,,0.9985125443,
7275,,225040,JULIAN J LEVITT FAMILY NURSING HOME,770 CONVERSE STREET,LONGMEADOW,MA,01106,0.20406,,0.20938,,0.00000,,0.00000,,0.00000,,0.9802538758,
7275,,225048,PILGRIM REHABILITATION & SKILLED NURSING CENTER,96 FOREST STREET,PEABODY,MA,01960,0.20764,,0.21044,,0.00000,,0.00000,,0.00000,,0.9802538758,
2370,,225049,PINE KNOLL NURSING CENTER,30 WATERTOWN STREET,LEXINGTON,MA,02420,0.21081,,0.18448,,59.56938,,59.00097,,59.56938,,1.0074064683,
2862,,225054,JOHN SCOTT HOUSE NURSING & REHABILITATION CENTER,233 MIDDLE STREET,BRAINTREE,MA,02184,0.22910,,0.19435,,35.95694,,53.47215,,53.47215,,1.0022261835,
